"name","ioc","ht","ace_avg"
"Pablo Carreno Busta","ESP",NA,0.0657261942930426
"Pablo Carreno Busta","ESP",NA,0.0657261942930426
"Pablo Carreno Busta","ESP",NA,0.0657261942930426
"Pablo Carreno Busta","ESP",NA,0.0657261942930426
"Pablo Carreno Busta","ESP",NA,0.0657261942930426
"Pablo Carreno Busta","ESP",NA,0.0657261942930426
"Pablo Carreno Busta","ESP",NA,0.0657261942930426
"Pablo Carreno Busta","ESP",NA,0.0657261942930426
"Pablo Carreno Busta","ESP",NA,0.0657261942930426
"Pablo Carreno Busta","ESP",NA,0.0657261942930426
"Pablo Carreno Busta","ESP",NA,0.0657261942930426
"Pablo Carreno Busta","ESP",NA,0.0657261942930426
"Pablo Carreno Busta","ESP",NA,0.0657261942930426
"Pablo Carreno Busta","ESP",NA,0.0657261942930426
"Pablo Cuevas","URU",180,0.0715770030016162
"Pablo Cuevas","URU",180,0.0715770030016162
"Pablo Cuevas","URU",180,0.0715770030016162
"Pablo Cuevas","URU",180,0.0715770030016162
"Pablo Cuevas","URU",180,0.0715770030016162
"Pablo Cuevas","URU",180,0.0715770030016162
"Pablo Cuevas","URU",180,0.0715770030016162
"Pablo Cuevas","URU",180,0.0715770030016162
"Pablo Cuevas","URU",180,0.0715770030016162
"Pablo Cuevas","URU",180,0.0715770030016162
"Pablo Cuevas","URU",180,0.0715770030016162
"Pablo Cuevas","URU",180,0.0715770030016162
"Pablo Cuevas","URU",180,0.0715770030016162
"Pablo Cuevas","URU",180,0.0715770030016162
"Pablo Cuevas","URU",180,0.0715770030016162
"Pablo Cuevas","URU",180,0.0715770030016162
"Pablo Cuevas","URU",180,0.0715770030016162
"Pablo Cuevas","URU",180,0.0715770030016162
"Pablo Cuevas","URU",180,0.0715770030016162
"Pablo Cuevas","URU",180,0.0715770030016162
"Pablo Cuevas","URU",180,0.0715770030016162
"Pablo Cuevas","URU",180,0.0715770030016162
"Pablo Cuevas","URU",180,0.0715770030016162
"Pablo Cuevas","URU",180,0.0715770030016162
"Pablo Cuevas","URU",180,0.0715770030016162
"Pablo Cuevas","URU",180,0.0715770030016162
"Pablo Nunez","CRC",NA,NA
"Pablo Nunez","CRC",NA,NA
"Paolo Lorenzi","ITA",183,0.0560597971169247
"Paolo Lorenzi","ITA",183,0.0560597971169247
"Paolo Lorenzi","ITA",183,0.0560597971169247
"Paolo Lorenzi","ITA",183,0.0560597971169247
"Paolo Lorenzi","ITA",183,0.0560597971169247
"Paolo Lorenzi","ITA",183,0.0560597971169247
"Paolo Lorenzi","ITA",183,0.0560597971169247
"Paolo Lorenzi","ITA",183,0.0560597971169247
"Paolo Lorenzi","ITA",183,0.0560597971169247
"Paolo Lorenzi","ITA",183,0.0560597971169247
"Paolo Lorenzi","ITA",183,0.0560597971169247
"Paolo Lorenzi","ITA",183,0.0560597971169247
"Paolo Lorenzi","ITA",183,0.0560597971169247
"Paolo Lorenzi","ITA",183,0.0560597971169247
"Paolo Lorenzi","ITA",183,0.0560597971169247
"Paolo Lorenzi","ITA",183,0.0560597971169247
"Paolo Lorenzi","ITA",183,0.0560597971169247
"Paolo Lorenzi","ITA",183,0.0560597971169247
"Paolo Lorenzi","ITA",183,0.0560597971169247
"Paolo Lorenzi","ITA",183,0.0560597971169247
"Patrick Tierro","PHI",NA,NA
"Paul Henri Mathieu","FRA",185,0.0613052076466711
"Paul Henri Mathieu","FRA",185,0.0613052076466711
"Paul Henri Mathieu","FRA",185,0.0613052076466711
"Paul Henri Mathieu","FRA",185,0.0613052076466711
"Paul Henri Mathieu","FRA",185,0.0613052076466711
"Paul Henri Mathieu","FRA",185,0.0613052076466711
"Paul Henri Mathieu","FRA",185,0.0613052076466711
"Paul Henri Mathieu","FRA",185,0.0613052076466711
"Paul Henri Mathieu","FRA",185,0.0613052076466711
"Paul Henri Mathieu","FRA",185,0.0613052076466711
"Paul Henri Mathieu","FRA",185,0.0613052076466711
"Paul Henri Mathieu","FRA",185,0.0613052076466711
"Pere Riba","ESP",183,0.0425531914893617
"Pere Riba","ESP",183,0.0425531914893617
"Peter Gojowczyk","GER",185,0.0925266903914591
"Peter Gojowczyk","GER",185,0.0925266903914591
"Peter Gojowczyk","GER",185,0.0925266903914591
"Peter Nagy","HUN",NA,NA
"Philip Bester","CAN",188,0.0851063829787234
"Philipp Kohlschreiber","GER",178,0.0716941051513542
"Philipp Kohlschreiber","GER",178,0.0716941051513542
"Philipp Kohlschreiber","GER",178,0.0716941051513542
"Philipp Kohlschreiber","GER",178,0.0716941051513542
"Philipp Kohlschreiber","GER",178,0.0716941051513542
"Philipp Kohlschreiber","GER",178,0.0716941051513542
"Philipp Kohlschreiber","GER",178,0.0716941051513542
"Philipp Kohlschreiber","GER",178,0.0716941051513542
"Philipp Kohlschreiber","GER",178,0.0716941051513542
"Philipp Kohlschreiber","GER",178,0.0716941051513542
"Philipp Kohlschreiber","GER",178,0.0716941051513542
"Philipp Kohlschreiber","GER",178,0.0716941051513542
"Philipp Kohlschreiber","GER",178,0.0716941051513542
"Philipp Kohlschreiber","GER",178,0.0716941051513542
"Philipp Kohlschreiber","GER",178,0.0716941051513542
"Philipp Kohlschreiber","GER",178,0.0716941051513542
"Philipp Kohlschreiber","GER",178,0.0716941051513542
"Philipp Kohlschreiber","GER",178,0.0716941051513542
"Philipp Kohlschreiber","GER",178,0.0716941051513542
"Philipp Kohlschreiber","GER",178,0.0716941051513542
"Philipp Kohlschreiber","GER",178,0.0716941051513542
"Philipp Kohlschreiber","GER",178,0.0716941051513542
"Philipp Kohlschreiber","GER",178,0.0716941051513542
"Pierre Hugues Herbert","FRA",NA,0.150873965041398
"Pierre Hugues Herbert","FRA",NA,0.150873965041398
"Pierre Hugues Herbert","FRA",NA,0.150873965041398
"Pierre Hugues Herbert","FRA",NA,0.150873965041398
"Pierre Hugues Herbert","FRA",NA,0.150873965041398
"Pierre Hugues Herbert","FRA",NA,0.150873965041398
"Pruchya Isarow","THA",NA,NA
"Pruchya Isarow","THA",NA,NA
"Quentin Halys","FRA",NA,0.098159509202454
"Quentin Halys","FRA",NA,0.098159509202454
"Radek Stepanek","CZE",185,0.0610806577916993
"Radek Stepanek","CZE",185,0.0610806577916993
"Radek Stepanek","CZE",185,0.0610806577916993
"Radek Stepanek","CZE",185,0.0610806577916993
"Radek Stepanek","CZE",185,0.0610806577916993
"Radek Stepanek","CZE",185,0.0610806577916993
"Radek Stepanek","CZE",185,0.0610806577916993
"Radek Stepanek","CZE",185,0.0610806577916993
"Radek Stepanek","CZE",185,0.0610806577916993
"Radek Stepanek","CZE",185,0.0610806577916993
"Radu Albot","MDA",NA,0.0122850122850123
"Radu Albot","MDA",NA,0.0122850122850123
"Radu Albot","MDA",NA,0.0122850122850123
"Radu Albot","MDA",NA,0.0122850122850123
"Radu Albot","MDA",NA,0.0122850122850123
"Radu Albot","MDA",NA,0.0122850122850123
"Radu Albot","MDA",NA,0.0122850122850123
"Rafa Orantes","ESA",NA,NA
"Rafael Arevalo","ESA",NA,NA
"Rafael Arevalo","ESA",NA,NA
"Rafael Nadal","ESP",185,0.0375190130133514
"Rafael Nadal","ESP",185,0.0375190130133514
"Rafael Nadal","ESP",185,0.0375190130133514
"Rafael Nadal","ESP",185,0.0375190130133514
"Rafael Nadal","ESP",185,0.0375190130133514
"Rafael Nadal","ESP",185,0.0375190130133514
"Rafael Nadal","ESP",185,0.0375190130133514
"Rafael Nadal","ESP",185,0.0375190130133514
"Rafael Nadal","ESP",185,0.0375190130133514
"Rafael Nadal","ESP",185,0.0375190130133514
"Rafael Nadal","ESP",185,0.0375190130133514
"Rafael Nadal","ESP",185,0.0375190130133514
"Rafael Nadal","ESP",185,0.0375190130133514
"Rafael Nadal","ESP",185,0.0375190130133514
"Rafael Nadal","ESP",185,0.0375190130133514
"Rafael Nadal","ESP",185,0.0375190130133514
"Rafael Nadal","ESP",185,0.0375190130133514
"Rafael Nadal","ESP",185,0.0375190130133514
"Rafael Nadal","ESP",185,0.0375190130133514
"Rafael Nadal","ESP",185,0.0375190130133514
"Rajeev Ram","USA",193,0.106812447434819
"Rajeev Ram","USA",193,0.106812447434819
"Rajeev Ram","USA",193,0.106812447434819
"Rajeev Ram","USA",193,0.106812447434819
"Rajeev Ram","USA",193,0.106812447434819
"Rajeev Ram","USA",193,0.106812447434819
"Ramkumar Ramanathan","IND",NA,0.105263157894737
"Ramkumar Ramanathan","IND",NA,0.105263157894737
"Renzo Olivo","ARG",NA,0.028125
"Renzo Olivo","ARG",NA,0.028125
"Rhyne Williams","USA",NA,0.06
"Ricardas Berankis","LTU",175,0.0610944527736132
"Ricardas Berankis","LTU",175,0.0610944527736132
"Ricardas Berankis","LTU",175,0.0610944527736132
"Ricardas Berankis","LTU",175,0.0610944527736132
"Ricardas Berankis","LTU",175,0.0610944527736132
"Ricardas Berankis","LTU",175,0.0610944527736132
"Ricardas Berankis","LTU",175,0.0610944527736132
"Ricardas Berankis","LTU",175,0.0610944527736132
"Ricardas Berankis","LTU",175,0.0610944527736132
"Ricardas Berankis","LTU",175,0.0610944527736132
"Ricardas Berankis","LTU",175,0.0610944527736132
"Ricardas Berankis","LTU",175,0.0610944527736132
"Ricardas Berankis","LTU",175,0.0610944527736132
"Ricardas Berankis","LTU",175,0.0610944527736132
"Ricardas Berankis","LTU",175,0.0610944527736132
"Ricardas Berankis","LTU",175,0.0610944527736132
"Ricardas Berankis","LTU",175,0.0610944527736132
"Ricardas Berankis","LTU",175,0.0610944527736132
"Ricardas Berankis","LTU",175,0.0610944527736132
"Ricardas Berankis","LTU",175,0.0610944527736132
"Ricardo Rodriguez","VEN",NA,NA
"Ricardo Rodriguez","VEN",NA,NA
"Richard Gasquet","FRA",185,0.0707264957264957
"Richard Gasquet","FRA",185,0.0707264957264957
"Richard Gasquet","FRA",185,0.0707264957264957
"Richard Gasquet","FRA",185,0.0707264957264957
"Richard Gasquet","FRA",185,0.0707264957264957
"Richard Gasquet","FRA",185,0.0707264957264957
"Richard Gasquet","FRA",185,0.0707264957264957
"Richard Gasquet","FRA",185,0.0707264957264957
"Richard Gasquet","FRA",185,0.0707264957264957
"Richard Gasquet","FRA",185,0.0707264957264957
"Richard Gasquet","FRA",185,0.0707264957264957
"Richard Gasquet","FRA",185,0.0707264957264957
"Richard Gasquet","FRA",185,0.0707264957264957
"Richard Gasquet","FRA",185,0.0707264957264957
"Richard Gasquet","FRA",185,0.0707264957264957
"Richard Gasquet","FRA",185,0.0707264957264957
"Richard Gasquet","FRA",185,0.0707264957264957
"Roberto Bautista Agut","ESP",NA,0.0501055864849299
"Roberto Bautista Agut","ESP",NA,0.0501055864849299
"Roberto Bautista Agut","ESP",NA,0.0501055864849299
"Roberto Bautista Agut","ESP",NA,0.0501055864849299
"Roberto Bautista Agut","ESP",NA,0.0501055864849299
"Roberto Bautista Agut","ESP",NA,0.0501055864849299
"Roberto Bautista Agut","ESP",NA,0.0501055864849299
"Roberto Bautista Agut","ESP",NA,0.0501055864849299
"Roberto Bautista Agut","ESP",NA,0.0501055864849299
"Roberto Bautista Agut","ESP",NA,0.0501055864849299
"Roberto Bautista Agut","ESP",NA,0.0501055864849299
"Roberto Bautista Agut","ESP",NA,0.0501055864849299
"Roberto Bautista Agut","ESP",NA,0.0501055864849299
"Roberto Bautista Agut","ESP",NA,0.0501055864849299
"Roberto Bautista Agut","ESP",NA,0.0501055864849299
"Roberto Bautista Agut","ESP",NA,0.0501055864849299
"Roberto Bautista Agut","ESP",NA,0.0501055864849299
"Roberto Bautista Agut","ESP",NA,0.0501055864849299
"Roberto Bautista Agut","ESP",NA,0.0501055864849299
"Roberto Bautista Agut","ESP",NA,0.0501055864849299
"Roberto Bautista Agut","ESP",NA,0.0501055864849299
"Roberto Bautista Agut","ESP",NA,0.0501055864849299
"Roberto Bautista Agut","ESP",NA,0.0501055864849299
"Roberto Bautista Agut","ESP",NA,0.0501055864849299
"Roberto Bautista Agut","ESP",NA,0.0501055864849299
"Roberto Bautista Agut","ESP",NA,0.0501055864849299
"Roberto Bautista Agut","ESP",NA,0.0501055864849299
"Roberto Bautista Agut","ESP",NA,0.0501055864849299
"Roberto Bautista Agut","ESP",NA,0.0501055864849299
"Roberto Carballes Baena","ESP",NA,0.0340425531914894
"Roberto Carballes Baena","ESP",NA,0.0340425531914894
"Roberto Cid","DOM",NA,NA
"Roberto Cid","DOM",NA,NA
"Robin Haase","NED",190,0.063782991202346
"Robin Haase","NED",190,0.063782991202346
"Robin Haase","NED",190,0.063782991202346
"Robin Haase","NED",190,0.063782991202346
"Robin Haase","NED",190,0.063782991202346
"Robin Haase","NED",190,0.063782991202346
"Robin Haase","NED",190,0.063782991202346
"Robin Haase","NED",190,0.063782991202346
"Robin Haase","NED",190,0.063782991202346
"Robin Haase","NED",190,0.063782991202346
"Robin Haase","NED",190,0.063782991202346
"Robin Haase","NED",190,0.063782991202346
"Robin Haase","NED",190,0.063782991202346
"Robin Haase","NED",190,0.063782991202346
"Robin Haase","NED",190,0.063782991202346
"Robin Haase","NED",190,0.063782991202346
"Robin Haase","NED",190,0.063782991202346
"Robin Haase","NED",190,0.063782991202346
"Robin Haase","NED",190,0.063782991202346
"Robin Haase","NED",190,0.063782991202346
"Robin Haase","NED",190,0.063782991202346
"Rodrigo Arus","URU",NA,NA
"Rodrigo Banzer","BOL",NA,NA
"Roger Federer","SUI",185,0.114653351257922
"Roger Federer","SUI",185,0.114653351257922
"Roger Federer","SUI",185,0.114653351257922
"Roger Federer","SUI",185,0.114653351257922
"Roger Federer","SUI",185,0.114653351257922
"Roger Federer","SUI",185,0.114653351257922
"Roger Federer","SUI",185,0.114653351257922
"Roger Federer","SUI",185,0.114653351257922
"Roger Federer","SUI",185,0.114653351257922
"Roger Federer","SUI",185,0.114653351257922
"Roger Federer","SUI",185,0.114653351257922
"Rogerio Dutra Silva","BRA",178,0.0422535211267606
"Rogerio Dutra Silva","BRA",178,0.0422535211267606
"Rogerio Dutra Silva","BRA",178,0.0422535211267606
"Romain Arneodo","FRA",NA,NA
"Ruan Roelofse","RSA",NA,NA
"Ruben Bemelmans","BEL",NA,0.082135523613963
"Ruben Bemelmans","BEL",NA,0.082135523613963
"Ruben Bemelmans","BEL",NA,0.082135523613963
"Ruben Bemelmans","BEL",NA,0.082135523613963
"Ruben Bemelmans","BEL",NA,0.082135523613963
"Ruben Bemelmans","BEL",NA,0.082135523613963
"Ruben Bemelmans","BEL",NA,0.082135523613963
"Ruben Bemelmans","BEL",NA,0.082135523613963
"Ruben Bemelmans","BEL",NA,0.082135523613963
"Ruben Bemelmans","BEL",NA,0.082135523613963
"Ruben Gonzales","PHI",NA,NA
"Rudolfs Mednis","LAT",NA,NA
"Rui Machado","POR",178,0
"Rui Machado","POR",178,0
"Rui Machado","POR",178,0
"Russell Moseley","BAR",NA,NA
"Ryan Harrison","USA",183,0.0569105691056911
"Ryan Harrison","USA",183,0.0569105691056911
"Ryan Harrison","USA",183,0.0569105691056911
"Ryan Harrison","USA",183,0.0569105691056911
"Ryan Harrison","USA",183,0.0569105691056911
"Ryan Harrison","USA",183,0.0569105691056911
"Ryan Harrison","USA",183,0.0569105691056911
"Ryan Harrison","USA",183,0.0569105691056911
"Ryan Shane","USA",NA,0.142857142857143
"Sam Barry","IRL",NA,NA
"Sam Barry","IRL",NA,NA
"Sam Barry","IRL",NA,NA
"Sam Barry","IRL",NA,NA
"Sam Querrey","USA",198,0.178025851938895
"Sam Querrey","USA",198,0.178025851938895
"Sam Querrey","USA",198,0.178025851938895
"Sam Querrey","USA",198,0.178025851938895
"Sam Querrey","USA",198,0.178025851938895
"Sam Querrey","USA",198,0.178025851938895
"Sam Querrey","USA",198,0.178025851938895
"Sam Querrey","USA",198,0.178025851938895
"Sam Querrey","USA",198,0.178025851938895
"Sam Querrey","USA",198,0.178025851938895
"Sam Querrey","USA",198,0.178025851938895
"Sam Querrey","USA",198,0.178025851938895
"Sam Querrey","USA",198,0.178025851938895
"Sam Querrey","USA",198,0.178025851938895
"Sam Querrey","USA",198,0.178025851938895
"Sam Querrey","USA",198,0.178025851938895
"Sam Querrey","USA",198,0.178025851938895
"Sam Querrey","USA",198,0.178025851938895
"Sam Querrey","USA",198,0.178025851938895
"Sam Querrey","USA",198,0.178025851938895
"Sam Querrey","USA",198,0.178025851938895
"Sam Querrey","USA",198,0.178025851938895
"Sam Querrey","USA",198,0.178025851938895
"Sam Querrey","USA",198,0.178025851938895
"Samir Iftikhar","PAK",NA,NA
"Samuel Groth","AUS",NA,0.187951807228916
"Samuel Groth","AUS",NA,0.187951807228916
"Samuel Groth","AUS",NA,0.187951807228916
"Samuel Groth","AUS",NA,0.187951807228916
"Samuel Groth","AUS",NA,0.187951807228916
"Samuel Groth","AUS",NA,0.187951807228916
"Samuel Groth","AUS",NA,0.187951807228916
"Samuel Groth","AUS",NA,0.187951807228916
"Samuel Groth","AUS",NA,0.187951807228916
"Samuel Groth","AUS",NA,0.187951807228916
"Samuel Groth","AUS",NA,0.187951807228916
"Samuel Groth","AUS",NA,0.187951807228916
"Samuel Groth","AUS",NA,0.187951807228916
"Samuel Groth","AUS",NA,0.187951807228916
"Samuel Groth","AUS",NA,0.187951807228916
"Samuel Groth","AUS",NA,0.187951807228916
"Samuel Groth","AUS",NA,0.187951807228916
"Samuel Groth","AUS",NA,0.187951807228916
"Samuel Groth","AUS",NA,0.187951807228916
"Samuel Groth","AUS",NA,0.187951807228916
"Samuel Groth","AUS",NA,0.187951807228916
"Samuel Groth","AUS",NA,0.187951807228916
"Santiago Giraldo","COL",188,0.0372746715551482
"Santiago Giraldo","COL",188,0.0372746715551482
"Santiago Giraldo","COL",188,0.0372746715551482
"Santiago Giraldo","COL",188,0.0372746715551482
"Santiago Giraldo","COL",188,0.0372746715551482
"Santiago Giraldo","COL",188,0.0372746715551482
"Santiago Giraldo","COL",188,0.0372746715551482
"Santiago Giraldo","COL",188,0.0372746715551482
"Santiago Giraldo","COL",188,0.0372746715551482
"Santiago Giraldo","COL",188,0.0372746715551482
"Santiago Giraldo","COL",188,0.0372746715551482
"Santiago Giraldo","COL",188,0.0372746715551482
"Santiago Giraldo","COL",188,0.0372746715551482
"Santiago Giraldo","COL",188,0.0372746715551482
"Santiago Giraldo","COL",188,0.0372746715551482
"Santiago Giraldo","COL",188,0.0372746715551482
"Santiago Giraldo","COL",188,0.0372746715551482
"Santiago Giraldo","COL",188,0.0372746715551482
"Santiago Giraldo","COL",188,0.0372746715551482
"Santiago Giraldo","COL",188,0.0372746715551482
"Santiago Giraldo","COL",188,0.0372746715551482
"Santiago Giraldo","COL",188,0.0372746715551482
"Santiago Giraldo","COL",188,0.0372746715551482
"Santiago Giraldo","COL",188,0.0372746715551482
"Santiago Giraldo","COL",188,0.0372746715551482
"Santiago Giraldo","COL",188,0.0372746715551482
"Santiago Giraldo","COL",188,0.0372746715551482
"Santiago Giraldo","COL",188,0.0372746715551482
"Santiago Maresca","URU",NA,NA
"Seanon Williams","BAR",NA,NA
"Seanon Williams","BAR",NA,NA
"Seanon Williams","BAR",NA,NA
"Seong Chan Hong","KOR",NA,NA
"Sergiy Stakhovsky","UKR",193,0.0796943231441048
"Sergiy Stakhovsky","UKR",193,0.0796943231441048
"Sergiy Stakhovsky","UKR",193,0.0796943231441048
"Sergiy Stakhovsky","UKR",193,0.0796943231441048
"Sergiy Stakhovsky","UKR",193,0.0796943231441048
"Sergiy Stakhovsky","UKR",193,0.0796943231441048
"Sergiy Stakhovsky","UKR",193,0.0796943231441048
"Sergiy Stakhovsky","UKR",193,0.0796943231441048
"Sergiy Stakhovsky","UKR",193,0.0796943231441048
"Sergiy Stakhovsky","UKR",193,0.0796943231441048
"Sergiy Stakhovsky","UKR",193,0.0796943231441048
"Sergiy Stakhovsky","UKR",193,0.0796943231441048
"Sergiy Stakhovsky","UKR",193,0.0796943231441048
"Sergiy Stakhovsky","UKR",193,0.0796943231441048
"Sergiy Stakhovsky","UKR",193,0.0796943231441048
"Sergiy Stakhovsky","UKR",193,0.0796943231441048
"Sergiy Stakhovsky","UKR",193,0.0796943231441048
"Sergiy Stakhovsky","UKR",193,0.0796943231441048
"Sergiy Stakhovsky","UKR",193,0.0796943231441048
"Sergiy Stakhovsky","UKR",193,0.0796943231441048
"Sergiy Stakhovsky","UKR",193,0.0796943231441048
"Sergiy Stakhovsky","UKR",193,0.0796943231441048
"Sergiy Stakhovsky","UKR",193,0.0796943231441048
"Sergiy Stakhovsky","UKR",193,0.0796943231441048
"Sergiy Stakhovsky","UKR",193,0.0796943231441048
"Sergiy Stakhovsky","UKR",193,0.0796943231441048
"Sergiy Stakhovsky","UKR",193,0.0796943231441048
"Shahin Khaledan","IRI",NA,NA
"Shahin Khaledan","IRI",NA,NA
"Sharmal Dissanayake","SRI",NA,NA
"Sharmal Dissanayake","SRI",NA,NA
"Sharmal Dissanayake","SRI",NA,NA
"Simone Bolelli","ITA",183,0.0563380281690141
"Simone Bolelli","ITA",183,0.0563380281690141
"Simone Bolelli","ITA",183,0.0563380281690141
"Simone Bolelli","ITA",183,0.0563380281690141
"Simone Bolelli","ITA",183,0.0563380281690141
"Simone Bolelli","ITA",183,0.0563380281690141
"Simone Bolelli","ITA",183,0.0563380281690141
"Simone Bolelli","ITA",183,0.0563380281690141
"Simone Bolelli","ITA",183,0.0563380281690141
"Simone Bolelli","ITA",183,0.0563380281690141
"Simone Bolelli","ITA",183,0.0563380281690141
"Simone Bolelli","ITA",183,0.0563380281690141
"Simone Bolelli","ITA",183,0.0563380281690141
"Simone Bolelli","ITA",183,0.0563380281690141
"Simone Bolelli","ITA",183,0.0563380281690141
"Simone Bolelli","ITA",183,0.0563380281690141
"Simone Bolelli","ITA",183,0.0563380281690141
"Simone Bolelli","ITA",183,0.0563380281690141
"Simone Bolelli","ITA",183,0.0563380281690141
"Simone Bolelli","ITA",183,0.0563380281690141
"Simone Bolelli","ITA",183,0.0563380281690141
"Simone Bolelli","ITA",183,0.0563380281690141
"Simone Bolelli","ITA",183,0.0563380281690141
"Simone Bolelli","ITA",183,0.0563380281690141
"Simone Bolelli","ITA",183,0.0563380281690141
"Simone Bolelli","ITA",183,0.0563380281690141
"Simone Bolelli","ITA",183,0.0563380281690141
"Somdev Devvarman","IND",180,0.0482758620689655
"Somdev Devvarman","IND",180,0.0482758620689655
"Somdev Devvarman","IND",180,0.0482758620689655
"Stan Wawrinka","SUI",183,0.0917051424932336
"Stan Wawrinka","SUI",183,0.0917051424932336
"Stan Wawrinka","SUI",183,0.0917051424932336
"Stan Wawrinka","SUI",183,0.0917051424932336
"Stan Wawrinka","SUI",183,0.0917051424932336
"Stan Wawrinka","SUI",183,0.0917051424932336
"Stan Wawrinka","SUI",183,0.0917051424932336
"Stan Wawrinka","SUI",183,0.0917051424932336
"Stan Wawrinka","SUI",183,0.0917051424932336
"Stan Wawrinka","SUI",183,0.0917051424932336
"Stan Wawrinka","SUI",183,0.0917051424932336
"Stan Wawrinka","SUI",183,0.0917051424932336
"Stan Wawrinka","SUI",183,0.0917051424932336
"Stan Wawrinka","SUI",183,0.0917051424932336
"Stan Wawrinka","SUI",183,0.0917051424932336
"Stan Wawrinka","SUI",183,0.0917051424932336
"Stan Wawrinka","SUI",183,0.0917051424932336
"Stan Wawrinka","SUI",183,0.0917051424932336
"Stan Wawrinka","SUI",183,0.0917051424932336
"Stefan Kozlov","USA",NA,0.00884955752212389
"Stefan Kozlov","USA",NA,0.00884955752212389
"Stephane Robert","FRA",185,0.052158273381295
"Stephane Robert","FRA",185,0.052158273381295
"Stephane Robert","FRA",185,0.052158273381295
"Stephane Robert","FRA",185,0.052158273381295
"Stephane Robert","FRA",185,0.052158273381295
"Stephane Robert","FRA",185,0.052158273381295
"Steve Darcis","BEL",178,0.0344574780058651
"Steve Darcis","BEL",178,0.0344574780058651
"Steve Darcis","BEL",178,0.0344574780058651
"Steve Darcis","BEL",178,0.0344574780058651
"Steve Darcis","BEL",178,0.0344574780058651
"Steve Darcis","BEL",178,0.0344574780058651
"Steve Darcis","BEL",178,0.0344574780058651
"Steve Darcis","BEL",178,0.0344574780058651
"Steve Darcis","BEL",178,0.0344574780058651
"Steve Darcis","BEL",178,0.0344574780058651
"Steve Darcis","BEL",178,0.0344574780058651
"Steve Darcis","BEL",178,0.0344574780058651
"Steve Darcis","BEL",178,0.0344574780058651
"Steve Johnson","USA",188,0.123260437375746
"Steve Johnson","USA",188,0.123260437375746
"Steve Johnson","USA",188,0.123260437375746
"Steve Johnson","USA",188,0.123260437375746
"Steve Johnson","USA",188,0.123260437375746
"Steve Johnson","USA",188,0.123260437375746
"Steve Johnson","USA",188,0.123260437375746
"Steve Johnson","USA",188,0.123260437375746
"Steve Johnson","USA",188,0.123260437375746
"Steve Johnson","USA",188,0.123260437375746
"Steve Johnson","USA",188,0.123260437375746
"Steve Johnson","USA",188,0.123260437375746
"Steve Johnson","USA",188,0.123260437375746
"Steve Johnson","USA",188,0.123260437375746
"Steve Johnson","USA",188,0.123260437375746
"Steve Johnson","USA",188,0.123260437375746
"Steve Johnson","USA",188,0.123260437375746
"Steve Johnson","USA",188,0.123260437375746
"Steve Johnson","USA",188,0.123260437375746
"Steve Johnson","USA",188,0.123260437375746
"Steve Johnson","USA",188,0.123260437375746
"Steve Johnson","USA",188,0.123260437375746
"Steve Johnson","USA",188,0.123260437375746
"Steve Johnson","USA",188,0.123260437375746
"Steve Johnson","USA",188,0.123260437375746
"Steve Johnson","USA",188,0.123260437375746
"Steve Johnson","USA",188,0.123260437375746
"Steve Johnson","USA",188,0.123260437375746
"Takanyi Garanganga","ZIM",NA,NA
"Takanyi Garanganga","ZIM",NA,NA
"Takuto Niki","JPN",NA,0.0535714285714286
"Taro Daniel","JPN",NA,0.0488372093023256
"Taro Daniel","JPN",NA,0.0488372093023256
"Taro Daniel","JPN",NA,0.0488372093023256
"Taro Daniel","JPN",NA,0.0488372093023256
"Taro Daniel","JPN",NA,0.0488372093023256
"Taro Daniel","JPN",NA,0.0488372093023256
"Tatsuma Ito","JPN",180,0.0571847507331378
"Tatsuma Ito","JPN",180,0.0571847507331378
"Tatsuma Ito","JPN",180,0.0571847507331378
"Tatsuma Ito","JPN",180,0.0571847507331378
"Tatsuma Ito","JPN",180,0.0571847507331378
"Tatsuma Ito","JPN",180,0.0571847507331378
"Tatsuma Ito","JPN",180,0.0571847507331378
"Tatsuma Ito","JPN",180,0.0571847507331378
"Tatsuma Ito","JPN",180,0.0571847507331378
"Tatsuma Ito","JPN",180,0.0571847507331378
"Tatsuma Ito","JPN",180,0.0571847507331378
"Tatsuma Ito","JPN",180,0.0571847507331378
"Taylor Harry Fritz","USA",NA,0.129770992366412
"Temur Ismailov","UZB",NA,NA
"Teymuraz Gabashvili","RUS",188,0.0653167864141084
"Teymuraz Gabashvili","RUS",188,0.0653167864141084
"Teymuraz Gabashvili","RUS",188,0.0653167864141084
"Teymuraz Gabashvili","RUS",188,0.0653167864141084
"Teymuraz Gabashvili","RUS",188,0.0653167864141084
"Teymuraz Gabashvili","RUS",188,0.0653167864141084
"Teymuraz Gabashvili","RUS",188,0.0653167864141084
"Teymuraz Gabashvili","RUS",188,0.0653167864141084
"Teymuraz Gabashvili","RUS",188,0.0653167864141084
"Teymuraz Gabashvili","RUS",188,0.0653167864141084
"Teymuraz Gabashvili","RUS",188,0.0653167864141084
"Teymuraz Gabashvili","RUS",188,0.0653167864141084
"Teymuraz Gabashvili","RUS",188,0.0653167864141084
"Teymuraz Gabashvili","RUS",188,0.0653167864141084
"Teymuraz Gabashvili","RUS",188,0.0653167864141084
"Teymuraz Gabashvili","RUS",188,0.0653167864141084
"Teymuraz Gabashvili","RUS",188,0.0653167864141084
"Teymuraz Gabashvili","RUS",188,0.0653167864141084
